x1 x2 x3 y
0.0394734817409201 0.824024028686195 2.04474453368005 1
-0.821917126437003 0.114649539760040 -0.490638132276489 1
0.940434926820003 0.223820119459521 -0.393943359985133 0
-0.0266343686776037 1.81034975401968 -0.441211066760074 1
0.338813780667168 -0.401455756368440 0.920224593837017 1
-0.338348465358256 -0.3888396600631 0.502064030486068 1
1.13328163175986 0.684827510411096 1.38831322073417 1
-0.206479631460059 -0.440467994717039 0.446145482289601 1
1.21964665572138 1.30190144209230 1.76017518835689 1
-0.134164831600803 -0.0547096625950227 0.0558378000479104 1
0.710597764330642 0.541966328636524 1.51548245023075 1
1.94614131425168 2.28827149921869 0.616294576573414 1
-0.736750021872722 -1.13972438611349 -1.06974405165390 0
0.0211662661467803 -0.421410971741344 -0.191155577011031 1
0.768813425393291 -0.59458161848436 -0.457049070031357 0
0.634062405695806 0.310861921622701 0.404130189602395 0
0.0122793623003202 -0.443404094190461 -0.171866773026034 1
-2.85706656607496 -0.359808781749887 -2.41831757829975 0
-1.13404883413933 -2.32840090568626 -1.71456240354618 0
0.63070093396193 0.59116510714742 1.57851725499269 1
0.548070460450625 -0.685211811145558 -0.513337337044263 0
-0.642738815623367 -1.94642621765658 -1.18956078587620 0
-0.276612426128158 -0.23360910949163 0.145529751435923 1
1.12242169061113 0.137162801255476 1.31712965829541 1
1.42073307550525 1.47163440355019 1.12794496530714 1
-0.138079568820842 -0.526547870893066 -0.248535486436777 0
0.198879727438635 -0.264077938863342 -0.480552564018056 1
-0.350912132908848 -2.11541556522817 -1.27390602350005 0
0.770994309923991 -0.359658199098436 0.564677767996 1
-0.302986495717351 0.00403887958255839 -1.05868653401334 0
0.0080507806655987 0.461399947375827 0.496704883866919 1
0.903654442903159 0.597200069737741 -0.00566873027699771 1
0.508104656771657 0.360995376744212 1.32668612532916 1
-1.03842896298872 -0.13283896053178 -0.120459984360849 1
-0.361225706295797 0.84020477545027 0.59219250648218 1
-0.777847447673982 -1.76630985835565 -1.09816813495712 0
-0.249061270044189 -0.184459641260741 -1.23056794185912 1
-1.16343699350089 -0.13615478545917 -0.50545581105598 0
-1.44365344224406 -1.81645123270169 -1.86120312646335 0
-0.125627629830387 -0.28602733425399 0.488282584947326 0
0.0498013625723875 -0.113330779714820 0.50051843849204 1
0.342481705884572 -0.29630654364661 -0.812093354839935 1
0.976835251446153 0.74973002983081 -0.118258185648574 1
-0.267593990634420 -0.139883776097131 -1.13409596670898 0
-1.0326228487279 -1.55653428851254 -0.313405277993245 0
0.171225028434223 1.37682258844227 -0.629901933499436 0
-0.161160524904436 -0.448985007783238 -1.11107931858259 0
1.21715504462904 0.842517751124666 1.00372858889574 1
-0.497386911439129 0.186222297104152 -0.604070992420268 0
0.772864331499686 -0.251752833687041 0.869727695460277 0
0.0423610411778501 -0.126781806431895 0.76732737943701 1
0.174819513027901 -1.14934565288264 -0.688247351509044 0
0.349402208675991 1.20325648693525 1.78996414803026 1
0.616965517669642 0.405635678529562 0.341194179879310 1
0.522255990977201 0.280098042090930 -0.61194294738532 0
0.577560740369134 -0.610642645350495 0.619734631237363 1
0.346396750068424 0.249302039671281 0.845290394910885 1
0.443537753376435 -0.236858397198812 -0.0161150263567308 1
-2.05841270347506 -2.64041666288904 -1.65047351713483 0
-0.467445992483233 0.58956305823437 0.482210939106807 1
-0.0156764774838661 -0.0592682926043997 -0.704077548418022 0
0.808879895214882 0.00876243879372762 -0.424708968510149 0
0.407172382313865 0.59410456034755 0.232957566564733 1
0.813227364435651 0.275475624253928 1.88058721867601 1
-0.798105798873498 -0.298887774659137 -0.445825867939937 1
0.454684121018701 1.81313766112446 0.495288401565799 1
0.849563416192741 0.098102518048704 -0.235224485465115 1
0.487830079106337 0.85424136346939 0.860932671502295 1
0.108797075515989 -0.149090519729272 1.99345368702477 1
0.105536083098933 0.880790488630025 0.542886940388419 1
-0.524114403847743 -0.65083817701586 -1.03783684427273 0
-0.443445153392809 0.279416055927042 -0.0272851191636604 0
1.27994594400736 -0.196848787390094 0.239584605011286 1
-1.37779977081357 0.123465281409276 -0.768394007497477 0
-0.858966232208883 -0.166140781898692 -0.126406793318313 1
0.72477265589758 0.755948083878195 -0.248241049706719 1
1.30315778281343 0.118504137343183 0.207891263901874 1
-0.201880645779529 0.197189075494379 0.988491190539004 1
-0.593229523564057 -0.0097693334826739 -1.27601642249136 0
-0.550382785211936 -0.408316109226335 -1.37428869932173 0
1.15285130306618 1.38362571875055 0.672459131927744 1
0.143748989163638 -0.56064982021035 0.964034823523556 0
-0.21462893574283 0.0318314698255237 0.370407523222613 0
-0.103846571604694 0.226601131221016 -0.379214844163913 0
-0.706794001465262 -0.940854210713012 -0.885905970026866 0
1.11759973992761 0.0146380753045531 0.166003654776309 0
-0.0206001341510972 0.881404289380294 -1.32142732740869 1
-0.5388080723287 -0.163914153233463 0.315036706498301 1
0.654451399134331 -0.321345248475181 1.64682040372555 1
1.37197160988280 0.0384177266269048 0.332854680601733 1
0.761205858903241 0.852708167709131 1.33921076225952 1
-0.0935042475985499 -0.334726910234868 -0.581886272215066 1
0.191343233858817 0.308416253157253 0.879838145257375 1
1.99609716255163 1.15764150480985 -0.202747756082829 1
-0.363416127225614 -1.20088431043228 -0.792038609714753 1
-1.20139302768409 -0.32899642050714 -0.295627377938070 0
-1.01858435411193 -0.692782274389707 -0.689413658786816 0
-1.14330719872090 -0.534856868773807 -1.41729627525675 0
-0.767609238843112 0.800546698041803 0.136731158121626 0
0.099338679620476 0.0106834720050162 1.27563350257378 1
